x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
0.9928,-2126.0,-2126.0,,,fail_to_pass,58,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
1.9748,57.0,,57.0,,pass_to_fail,28,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
1.928,-497.0,,-497.0,,pass_to_fail,30,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
1.9478,-531.0,,-531.0,,pass_to_fail,33,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
1.9676,-1122.0,,-1122.0,,pass_to_fail,36,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
1.9874,-586.0,,-586.0,,pass_to_fail,39,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
2.0468,-869.0,,-869.0,,pass_to_fail,48,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
2.0,374.0,,374.0,,pass_to_fail,50,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
2.0666,-1070.0,,-1070.0,,pass_to_fail,51,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
1.9532,-249.0,,-249.0,,pass_to_fail,52,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
2.0198,-152.0,,-152.0,,pass_to_fail,53,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
3.9766,518.0,,,518.0,pass_to_pass,1,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
3.9298,-420.0,,,-420.0,pass_to_pass,3,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
4.063,-615.0,,,-615.0,pass_to_pass,5,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
4.081,300.0,,,300.0,pass_to_pass,35,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
4.0738,1365.0,,,1365.0,pass_to_pass,43,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
3.9136,842.0,,,842.0,pass_to_pass,46,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
3.9334,-1619.0,,,-1619.0,pass_to_pass,49,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
4.0396,-1222.0,,,-1222.0,pass_to_pass,56,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
4.0594,-464.0,,,-464.0,pass_to_pass,59,abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps
