feature,metric,family,lane,bit,control_bit,scope,n_total,sign_flip_total,abs_improved_total,abs_worsened_total,fail_to_pass_n,fail_to_pass_median_delta_ps,fail_to_pass_median_delta_abs_ps,fail_to_pass_sign_flip_count,fail_to_pass_abs_improved_count,fail_to_pass_abs_worsened_count,fail_to_fail_n,fail_to_fail_median_delta_ps,fail_to_fail_median_delta_abs_ps,fail_to_fail_sign_flip_count,fail_to_fail_abs_improved_count,fail_to_fail_abs_worsened_count,pass_to_fail_n,pass_to_fail_median_delta_ps,pass_to_fail_median_delta_abs_ps,pass_to_fail_sign_flip_count,pass_to_fail_abs_improved_count,pass_to_fail_abs_worsened_count,pass_to_pass_n,pass_to_pass_median_delta_ps,pass_to_pass_median_delta_abs_ps,pass_to_pass_sign_flip_count,pass_to_pass_abs_improved_count,pass_to_pass_abs_worsened_count,passfail_minus_failpass_median_delta_ps,passfail_minus_failpass_sign_flip_rate,contrast_score
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,4,ld_vs_cntvaluein_dq_lane,13,9,9,4,5,-391,-74,4,4,1,3,332.5,-88.5,2,2,1,2,-1097.5,-426.5,2,2,0,3,239,218,1,1,2,-706.5,0.2,726.5
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,4,ld_vs_cntvaluein_dq_lane,13,3,7,6,5,181,130,1,2,3,3,315,209.5,2,1,2,2,-519.75,-519.75,0,2,0,3,-123.5,-123.5,0,2,1,-700.75,-0.2,720.75
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,4,dqs_vs_dq_lane,13,9,3,10,5,370,205,4,1,4,3,174.5,56.5,2,1,2,2,-293.5,-147.5,1,1,1,3,662,474,2,0,3,-663.5,-0.3,693.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,3,dqs_vs_dq_bit,13,7,7,6,5,-109,-9,2,3,2,3,-533,-92,2,3,0,2,562,514,1,0,2,3,-468,165,2,1,2,671,0.1,681
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,4,dqs_vs_dq_bit,13,9,6,7,5,466,-2,3,3,2,3,-79,-41,3,2,1,2,-147.5,-147.5,0,1,1,3,1055,720,3,0,3,-613.5,-0.6,673.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,3,dqs_vs_dq_bit,13,7,5,8,5,95,-146,2,3,2,3,-37,37,1,1,2,2,692.5,224.5,2,1,1,3,-216,206,2,0,3,597.5,0.6,657.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,1,dqs_vs_dq_bit,13,5,1,12,5,151,157,1,1,4,3,366,366,0,0,3,2,769,475,1,0,2,3,992,614,3,0,3,618,0.3,648
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,0,ld_vs_cntvaluein_dqs,13,7,7,6,5,-237,-101,2,4,1,3,489,-309,2,2,1,2,-874.5,129.5,1,1,1,3,-272,103,2,0,3,-637.5,0.1,647.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,3,dqs_vs_dq_bit,13,8,5,8,5,90,-275,1,3,2,3,-283,-81,3,2,1,2,655.5,528.5,2,0,2,3,-366,366,2,0,3,565.5,0.8,645.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,3,dqs_vs_dq_bit,13,6,7,6,5,-110,-48,2,3,2,3,-719,-45,2,2,1,2,512,300,1,1,1,3,-104,228,1,1,2,622,0.1,632
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_3__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,3,dqs_vs_dq_lane,13,7,7,6,5,134,-157,1,3,2,3,-344.5,-47.5,2,2,1,2,684.75,365.25,2,1,1,3,-280,280,2,1,2,550.75,0.8,630.75
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,4,dqs_vs_dq_bit,13,9,5,8,5,429,-26,3,4,1,3,-260,33,3,0,3,2,-140,-140,0,1,1,3,976,544,3,0,3,-569,-0.6,629
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,3,dqs_vs_dq_bit,13,6,7,6,5,-143,97,1,2,3,3,-405,-115,2,2,1,2,402,135,2,1,1,3,37,-37,1,2,1,545,0.8,625
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,1,dqs_vs_dq_bit,13,8,3,10,5,161,161,2,2,3,3,363,309,2,1,2,2,767.5,391.5,1,0,2,3,1163,603,3,0,3,606.5,0.1,616.5
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,3,ld_vs_cntvaluein_dqs,13,6,3,10,5,-505,349,1,2,3,3,-6,6,1,1,2,2,-1041.5,703.5,2,0,2,3,-484,397,2,0,3,-536.5,0.8,616.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,3,dqs_vs_dq_bit,13,5,8,5,5,-199,-103,3,3,2,3,-468,-395,1,3,0,2,344,344,0,0,2,3,-207,-10,1,2,1,543,-0.6,603
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,4,dqs_vs_dq_bit,13,7,3,10,5,410,55,2,2,3,3,-79,79,2,0,3,2,-149,-149,0,1,1,3,975,629,3,0,3,-559,-0.4,599
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,4,dqs_vs_dq_bit,13,7,5,8,5,172,70,2,2,3,3,159,76,1,1,2,2,-414.5,-248.5,1,1,1,3,599,395,3,1,2,-586.5,0.1,596.5
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,0,ld_vs_cntvaluein_dq_lane,13,5,7,6,5,36,-36,2,4,1,3,-163,-163,1,2,1,2,-544.5,180,1,1,1,3,230.5,230,1,0,3,-580.5,0.1,590.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,3,dqs_vs_dq_bit,13,7,6,7,5,178,-336,1,3,2,3,17,-17,2,2,1,2,669.5,335.5,2,1,1,3,-240,291,2,0,3,491.5,0.8,571.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,4,dqs_vs_dq_bit,13,7,3,10,5,366,18,3,2,3,3,222,78,1,0,3,2,-140.5,-140.5,0,1,1,3,975,449,3,0,3,-506.5,-0.6,566.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,1,dqs_vs_dq_bit,13,7,1,12,5,283,283,4,1,4,3,310,310,1,0,3,2,818.5,564.5,1,0,2,3,654,654,1,0,3,535.5,-0.3,565.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,3,dqs_vs_dq_bit,13,8,6,7,5,-252,12,2,2,3,3,-512,-226,2,3,0,2,300.5,279.5,1,0,2,3,-212,163,3,1,2,552.5,0.1,562.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,1,dqs_vs_dq_bit,13,9,1,12,5,408,377,4,1,4,3,293,201,2,0,3,2,933,614,1,0,2,3,779,707,2,0,3,525,-0.3,555
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,1,dqs_vs_dq_bit,13,5,1,12,5,277,231,3,1,4,3,347,347,0,0,3,2,821.5,657.5,1,0,2,3,650,650,1,0,3,544.5,-0.1,554.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,3,dqs_vs_dq_bit,13,6,8,5,5,180,-337,1,4,1,3,-573,-105,2,2,1,2,693,137,1,1,1,3,-168,23,2,1,2,513,0.3,543
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,2,dqs_vs_dq_bit,13,7,5,8,5,630,296,3,1,4,3,144,-128,1,2,1,2,135.5,-81.5,2,1,1,3,437,100,1,1,2,-494.5,0.4,534.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,3,dqs_vs_dq_bit,13,8,6,7,5,-229,22,3,2,3,3,-378,-48,2,2,1,2,264,59,2,1,1,3,-320,320,1,1,2,493,0.4,533
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,1,dqs_vs_dq_bit,13,9,3,10,5,302,179,3,1,4,3,310,96,2,1,2,2,818.5,513.5,1,0,2,3,846,378,3,1,2,516.5,-0.1,526.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,0,dqs_vs_dq_bit,13,3,4,9,5,21,21,0,1,4,3,-386,-386,1,2,1,2,496,25,1,1,1,3,664,664,1,0,3,475,0.5,525
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_1__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,1,dqs_vs_dq_lane,13,7,2,11,5,226.5,226.5,2,1,4,3,316,316,1,1,2,2,735.75,428.25,1,0,2,3,890.5,685.5,3,0,3,509.25,0.1,519.25
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,2,dqs_vs_dq_bit,13,9,5,8,5,718,239,3,2,3,3,170,-122,2,2,1,2,248.5,119.5,2,0,2,3,724,286,2,1,2,-469.5,0.4,509.5
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,3,ld_vs_cntvaluein_dq_lane,13,8,4,9,5,-583,36,3,1,4,3,-499,426.5,2,1,2,2,-98.75,24.75,1,1,1,3,-867.5,69,2,1,2,484.25,-0.1,494.25
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,4,dqs_vs_dq_bit,13,4,4,9,5,369,43,2,2,3,3,129,129,2,1,2,2,-67.5,-67.5,0,1,1,3,795,795,0,0,3,-436.5,-0.4,476.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,1,dqs_vs_dq_bit,13,10,4,9,5,184,311,3,0,5,3,361,-31,2,2,1,2,620.5,283.5,2,1,1,3,1040,608,3,1,2,436.5,0.4,476.5
